state,state_code,district,district_code,taluk,taluk_code,village,village_code,latitude,longitude,no_plots,no_khatiyans,no_tenants,ri_circle,revenue_inspector,tehsildar
Odisha,21,Sambalpur,026,Sambalpur West,04,Tarapur,020,21.39165,83.94084,2498,1863,284,Sambalpur RI Circle 7,RI-21026-07,Tehsildar Sambalpur West
Odisha,21,Sambalpur,026,Sambalpur West,04,Uttanahalli,021,21.57549,83.85227,624,495,158,Sambalpur RI Circle 7,RI-21026-07,Tehsildar Sambalpur West
Odisha,21,Sambalpur,026,Sambalpur West,04,Veerapuram,022,21.40036,84.09584,1763,1241,319,Sambalpur RI Circle 8,RI-21026-08,Tehsildar Sambalpur West
Odisha,21,Sambalpur,026,Sambalpur West,04,Yellapur,023,21.41615,83.92381,1247,1024,493,Sambalpur RI Circle 8,RI-21026-08,Tehsildar Sambalpur West
Odisha,21,Sambalpur,026,Sambalpur West,04,Zamania,024,21.45288,83.83763,2360,1794,558,Sambalpur RI Circle 8,RI-21026-08,Tehsildar Sambalpur West
Tamil Nadu,33,Chennai,014,Chennai North,01,Rampur,001,13.06879,80.39429,4615,3043,1189,Chennai RI Circle 1,RI-33014-01,Tehsildar Chennai North
Tamil Nadu,33,Chennai,014,Chennai North,01,Kothapalli,002,13.16964,80.13986,5240,3614,1208,Chennai RI Circle 1,RI-33014-01,Tehsildar Chennai North
Tamil Nadu,33,Chennai,014,Chennai North,01,Ganeshpura,003,13.18123,80.38875,3016,2460,859,Chennai RI Circle 1,RI-33014-01,Tehsildar Chennai North
Tamil Nadu,33,Chennai,014,Chennai North,01,Bhimnagar,004,12.94288,80.37772,2149,1356,499,Chennai RI Circle 2,RI-33014-02,Tehsildar Chennai North
Tamil Nadu,33,Chennai,014,Chennai North,01,Sultanpur,005,12.9679,80.23896,7822,5581,1592,Chennai RI Circle 2,RI-33014-02,Tehsildar Chennai North
Tamil Nadu,33,Chennai,014,Chennai North,01,Devgaon,006,13.09664,80.2047,7551,4390,872,Chennai RI Circle 2,RI-33014-02,Tehsildar Chennai North
Tamil Nadu,33,Chennai,014,Chennai South,02,Chandrapalli,007,13.07304,80.19196,8063,4607,2878,Chennai RI Circle 3,RI-33014-03,Tehsildar Chennai South
Tamil Nadu,33,Chennai,014,Chennai South,02,Narsapur,008,13.09174,80.33817,2607,2100,962,Chennai RI Circle 3,RI-33014-03,Tehsildar Chennai South
Tamil Nadu,33,Chennai,014,Chennai South,02,Basavanahalli,009,13.08247,80.13821,2837,1729,364,Chennai RI Circle 3,RI-33014-03,Tehsildar Chennai South
Tamil Nadu,33,Chennai,014,Chennai South,02,Mallapuram,010,13.12138,80.24492,8388,6525,1221,Chennai RI Circle 4,RI-33014-04,Tehsildar Chennai South
Tamil Nadu,33,Chennai,014,Chennai South,02,Amrapur,011,13.14833,80.38511,2307,1509,841,Chennai RI Circle 4,RI-33014-04,Tehsildar Chennai South
Tamil Nadu,33,Chennai,014,Chennai South,02,Jaitpur,012,13.05723,80.38101,4774,3140,1280,Chennai RI Circle 4,RI-33014-04,Tehsildar Chennai South
Tamil Nadu,33,Chennai,014,Chennai East,03,Kesarpur,013,13.07298,80.19544,1888,1259,297,Chennai RI Circle 5,RI-33014-05,Tehsildar Chennai East
Tamil Nadu,33,Chennai,014,Chennai East,03,Lakshmipura,014,13.04978,80.21354,4211,2790,1298,Chennai RI Circle 5,RI-33014-05,Tehsildar Chennai East
Tamil Nadu,33,Chennai,014,Chennai East,03,Madhavgarh,015,13.15037,80.27054,5777,4638,2041,Chennai RI Circle 5,RI-33014-05,Tehsildar Chennai East
Tamil Nadu,33,Chennai,014,Chennai East,03,Nandgaon,016,12.98042,80.39276,6835,5404,2148,Chennai RI Circle 6,RI-33014-06,Tehsildar Chennai East
Tamil Nadu,33,Chennai,014,Chennai East,03,Peddapalli,017,13.12968,80.26242,7073,5991,2558,Chennai RI Circle 6,RI-33014-06,Tehsildar Chennai East
Tamil Nadu,33,Chennai,014,Chennai East,03,Raghunathpur,018,13.16215,80.19225,2721,1656,691,Chennai RI Circle 6,RI-33014-06,Tehsildar Chennai East
Tamil Nadu,33,Chennai,014,Chennai West,04,Shivnagar,019,13.12068,80.14953,3203,2553,837,Chennai RI Circle 7,RI-33014-07,Tehsildar Chennai West
Tamil Nadu,33,Chennai,014,Chennai West,04,Tarapur,020,13.16259,80.29312,7553,4585,2874,Chennai RI Circle 7,RI-33014-07,Tehsildar Chennai West
Tamil Nadu,33,Chennai,014,Chennai West,04,Uttanahalli,021,12.90616,80.17935,5211,4210,971,Chennai RI Circle 7,RI-33014-07,Tehsildar Chennai West
Tamil Nadu,33,Chennai,014,Chennai West,04,Veerapuram,022,13.16919,80.42382,8619,6173,925,Chennai RI Circle 8,RI-33014-08,Tehsildar Chennai West
Tamil Nadu,33,Chennai,014,Chennai West,04,Yellapur,023,13.28102,80.29722,8911,5257,2263,Chennai RI Circle 8,RI-33014-08,Tehsildar Chennai West
Tamil Nadu,33,Chennai,014,Chennai West,04,Zamania,024,13.0708,80.26485,6378,4242,1535,Chennai RI Circle 8,RI-33014-08,Tehsildar Chennai West
Tamil Nadu,33,Coimbatore,023,Coimbatore North,01,Rampur,001,11.13897,76.90004,2174,1255,308,Coimbatore RI Circle 1,RI-33023-01,Tehsildar Coimbatore North
Tamil Nadu,33,Coimbatore,023,Coimbatore North,01,Kothapalli,002,10.91585,77.00865,3181,1780,545,Coimbatore RI Circle 1,RI-33023-01,Tehsildar Coimbatore North
Tamil Nadu,33,Coimbatore,023,Coimbatore North,01,Ganeshpura,003,11.07775,76.93497,1288,873,206,Coimbatore RI Circle 1,RI-33023-01,Tehsildar Coimbatore North
Tamil Nadu,33,Coimbatore,023,Coimbatore North,01,Bhimnagar,004,10.99651,76.92845,2906,2402,445,Coimbatore RI Circle 2,RI-33023-02,Tehsildar Coimbatore North
Tamil Nadu,33,Coimbatore,023,Coimbatore North,01,Sultanpur,005,10.95028,76.9884,1370,970,414,Coimbatore RI Circle 2,RI-33023-02,Tehsildar Coimbatore North
Tamil Nadu,33,Coimbatore,023,Coimbatore North,01,Devgaon,006,11.02667,77.03677,1622,1187,365,Coimbatore RI Circle 2,RI-33023-02,Tehsildar Coimbatore North
Tamil Nadu,33,Coimbatore,023,Coimbatore South,02,Chandrapalli,007,11.08475,76.95923,2489,1593,559,Coimbatore RI Circle 3,RI-33023-03,Tehsildar Coimbatore South
Tamil Nadu,33,Coimbatore,023,Coimbatore South,02,Narsapur,008,10.94569,77.0179,419,286,49,Coimbatore RI Circle 3,RI-33023-03,Tehsildar Coimbatore South
Tamil Nadu,33,Coimbatore,023,Coimbatore South,02,Basavanahalli,009,11.04224,77.05778,1795,1191,366,Coimbatore RI Circle 3,RI-33023-03,Tehsildar Coimbatore South
Tamil Nadu,33,Coimbatore,023,Coimbatore South,02,Mallapuram,010,10.93827,76.94664,1167,721,298,Coimbatore RI Circle 4,RI-33023-04,Tehsildar Coimbatore South
Tamil Nadu,33,Coimbatore,023,Coimbatore South,02,Amrapur,011,11.06787,77.00079,3086,2342,624,Coimbatore RI Circle 4,RI-33023-04,Tehsildar Coimbatore South
Tamil Nadu,33,Coimbatore,023,Coimbatore South,02,Jaitpur,012,11.00155,77.03275,2963,1975,445,Coimbatore RI Circle 4,RI-33023-04,Tehsildar Coimbatore South
Tamil Nadu,33,Coimbatore,023,Coimbatore East,03,Kesarpur,013,11.14735,76.83297,434,242,147,Coimbatore RI Circle 5,RI-33023-05,Tehsildar Coimbatore East
Tamil Nadu,33,Coimbatore,023,Coimbatore East,03,Lakshmipura,014,11.1432,76.89177,2460,1681,425,Coimbatore RI Circle 5,RI-33023-05,Tehsildar Coimbatore East
Tamil Nadu,33,Coimbatore,023,Coimbatore East,03,Madhavgarh,015,11.26677,76.94633,2273,1883,434,Coimbatore RI Circle 5,RI-33023-05,Tehsildar Coimbatore East
Tamil Nadu,33,Coimbatore,023,Coimbatore East,03,Nandgaon,016,10.93805,77.05648,2191,1654,275,Coimbatore RI Circle 6,RI-33023-06,Tehsildar Coimbatore East
Tamil Nadu,33,Coimbatore,023,Coimbatore East,03,Peddapalli,017,11.05863,77.14323,3105,1765,1079,Coimbatore RI Circle 6,RI-33023-06,Tehsildar Coimbatore East
Tamil Nadu,33,Coimbatore,023,Coimbatore East,03,Raghunathpur,018,11.00357,76.97169,1924,1389,474,Coimbatore RI Circle 6,RI-33023-06,Tehsildar Coimbatore East
Tamil Nadu,33,Coimbatore,023,Coimbatore West,04,Shivnagar,019,10.90493,76.96339,874,488,260,Coimbatore RI Circle 7,RI-33023-07,Tehsildar Coimbatore West
Tamil Nadu,33,Coimbatore,023,Coimbatore West,04,Tarapur,020,11.22934,76.84088,1867,1147,452,Coimbatore RI Circle 7,RI-33023-07,Tehsildar Coimbatore West
Tamil Nadu,33,Coimbatore,023,Coimbatore West,04,Uttanahalli,021,11.16984,77.04115,2622,2015,328,Coimbatore RI Circle 7,RI-33023-07,Tehsildar Coimbatore West
Tamil Nadu,33,Coimbatore,023,Coimbatore West,04,Veerapuram,022,11.01397,77.16064,833,621,234,Coimbatore RI Circle 8,RI-33023-08,Tehsildar Coimbatore West
Tamil Nadu,33,Coimbatore,023,Coimbatore West,04,Yellapur,023,11.02567,77.25523,2508,1914,542,Coimbatore RI Circle 8,RI-33023-08,Tehsildar Coimbatore West
Tamil Nadu,33,Coimbatore,023,Coimbatore West,04,Zamania,024,11.23313,76.84783,2071,1558,823,Coimbatore RI Circle 8,RI-33023-08,Tehsildar Coimbatore West
Tamil Nadu,33,Madurai,031,Madurai North,01,Rampur,001,9.85343,78.23168,677,558,211,Madurai RI Circle 1,RI-33031-01,Tehsildar Madurai North
Tamil Nadu,33,Madurai,031,Madurai North,01,Kothapalli,002,10.06405,78.24442,563,335,103,Madurai RI Circle 1,RI-33031-01,Tehsildar Madurai North
Tamil Nadu,33,Madurai,031,Madurai North,01,Ganeshpura,003,10.0869,78.14151,3073,2541,349,Madurai RI Circle 1,RI-33031-01,Tehsildar Madurai North
Tamil Nadu,33,Madurai,031,Madurai North,01,Bhimnagar,004,9.94005,78.07326,424,354,118,Madurai RI Circle 2,RI-33031-02,Tehsildar Madurai North
Tamil Nadu,33,Madurai,031,Madurai North,01,Sultanpur,005,9.91744,78.21604,1372,1162,150,Madurai RI Circle 2,RI-33031-02,Tehsildar Madurai North
Tamil Nadu,33,Madurai,031,Madurai North,01,Devgaon,006,9.8439,78.06394,2525,1582,477,Madurai RI Circle 2,RI-33031-02,Tehsildar Madurai North
Tamil Nadu,33,Madurai,031,Madurai South,02,Chandrapalli,007,10.08916,78.12902,1849,1523,454,Madurai RI Circle 3,RI-33031-03,Tehsildar Madurai South
Tamil Nadu,33,Madurai,031,Madurai South,02,Narsapur,008,10.01603,78.14091,1710,982,597,Madurai RI Circle 3,RI-33031-03,Tehsildar Madurai South
Tamil Nadu,33,Madurai,031,Madurai South,02,Basavanahalli,009,10.11097,78.24925,2070,1498,368,Madurai RI Circle 3,RI-33031-03,Tehsildar Madurai South
Tamil Nadu,33,Madurai,031,Madurai South,02,Mallapuram,010,9.85402,78.05382,3001,2305,874,Madurai RI Circle 4,RI-33031-04,Tehsildar Madurai South
Tamil Nadu,33,Madurai,031,Madurai South,02,Amrapur,011,9.91631,78.11254,527,434,94,Madurai RI Circle 4,RI-33031-04,Tehsildar Madurai South
Tamil Nadu,33,Madurai,031,Madurai South,02,Jaitpur,012,10.02447,78.12604,938,725,206,Madurai RI Circle 4,RI-33031-04,Tehsildar Madurai South
Tamil Nadu,33,Madurai,031,Madurai East,03,Kesarpur,013,9.99768,78.16169,504,334,171,Madurai RI Circle 5,RI-33031-05,Tehsildar Madurai East
Tamil Nadu,33,Madurai,031,Madurai East,03,Lakshmipura,014,10.04354,78.01582,592,375,116,Madurai RI Circle 5,RI-33031-05,Tehsildar Madurai East
Tamil Nadu,33,Madurai,031,Madurai East,03,Madhavgarh,015,9.92216,78.01934,713,439,213,Madurai RI Circle 5,RI-33031-05,Tehsildar Madurai East
Tamil Nadu,33,Madurai,031,Madurai East,03,Nandgaon,016,10.08412,78.06946,1541,1121,546,Madurai RI Circle 6,RI-33031-06,Tehsildar Madurai East
Tamil Nadu,33,Madurai,031,Madurai East,03,Peddapalli,017,9.93001,78.16666,2622,1976,828,Madurai RI Circle 6,RI-33031-06,Tehsildar Madurai East
Tamil Nadu,33,Madurai,031,Madurai East,03,Raghunathpur,018,9.81986,78.29054,811,566,90,Madurai RI Circle 6,RI-33031-06,Tehsildar Madurai East
Tamil Nadu,33,Madurai,031,Madurai West,04,Shivnagar,019,9.99523,78.19168,1977,1504,747,Madurai RI Circle 7,RI-33031-07,Tehsildar Madurai West
Tamil Nadu,33,Madurai,031,Madurai West,04,Tarapur,020,10.00607,78.06107,477,387,68,Madurai RI Circle 7,RI-33031-07,Tehsildar Madurai West
Tamil Nadu,33,Madurai,031,Madurai West,04,Uttanahalli,021,9.86742,78.13724,912,541,232,Madurai RI Circle 7,RI-33031-07,Tehsildar Madurai West
Tamil Nadu,33,Madurai,031,Madurai West,04,Veerapuram,022,10.02437,78.05137,2057,1350,557,Madurai RI Circle 8,RI-33031-08,Tehsildar Madurai West
Tamil Nadu,33,Madurai,031,Madurai West,04,Yellapur,023,10.05023,78.2465,2356,1550,869,Madurai RI Circle 8,RI-33031-08,Tehsildar Madurai West
Tamil Nadu,33,Madurai,031,Madurai West,04,Zamania,024,9.91234,78.22637,400,311,107,Madurai RI Circle 8,RI-33031-08,Tehsildar Madurai West
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli North,01,Rampur,001,10.69752,78.7812,2247,1270,615,Tiruchirappalli RI Circle 1,RI-33045-01,Tehsildar Tiruchirappalli North
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli North,01,Kothapalli,002,10.84922,78.5165,1432,1126,318,Tiruchirappalli RI Circle 1,RI-33045-01,Tehsildar Tiruchirappalli North
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli North,01,Ganeshpura,003,10.73186,78.86305,2482,2081,813,Tiruchirappalli RI Circle 1,RI-33045-01,Tehsildar Tiruchirappalli North
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli North,01,Bhimnagar,004,10.92154,78.68439,1204,1021,151,Tiruchirappalli RI Circle 2,RI-33045-02,Tehsildar Tiruchirappalli North
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli North,01,Sultanpur,005,10.70121,78.82795,1489,1253,278,Tiruchirappalli RI Circle 2,RI-33045-02,Tehsildar Tiruchirappalli North
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli North,01,Devgaon,006,10.65053,78.63386,1332,909,523,Tiruchirappalli RI Circle 2,RI-33045-02,Tehsildar Tiruchirappalli North
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli South,02,Chandrapalli,007,10.72801,78.64797,2905,2028,327,Tiruchirappalli RI Circle 3,RI-33045-03,Tehsildar Tiruchirappalli South
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli South,02,Narsapur,008,10.72264,78.74102,801,448,310,Tiruchirappalli RI Circle 3,RI-33045-03,Tehsildar Tiruchirappalli South
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli South,02,Basavanahalli,009,10.79435,78.67094,2982,2182,1071,Tiruchirappalli RI Circle 3,RI-33045-03,Tehsildar Tiruchirappalli South
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli South,02,Mallapuram,010,10.82309,78.70588,1878,1224,366,Tiruchirappalli RI Circle 4,RI-33045-04,Tehsildar Tiruchirappalli South
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli South,02,Amrapur,011,10.80863,78.80211,1336,1021,338,Tiruchirappalli RI Circle 4,RI-33045-04,Tehsildar Tiruchirappalli South
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli South,02,Jaitpur,012,10.80827,78.71905,884,656,320,Tiruchirappalli RI Circle 4,RI-33045-04,Tehsildar Tiruchirappalli South
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli East,03,Kesarpur,013,10.81332,78.68357,1017,791,237,Tiruchirappalli RI Circle 5,RI-33045-05,Tehsildar Tiruchirappalli East
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli East,03,Lakshmipura,014,10.74721,78.76367,893,652,104,Tiruchirappalli RI Circle 5,RI-33045-05,Tehsildar Tiruchirappalli East
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli East,03,Madhavgarh,015,10.63638,78.6523,1903,1082,607,Tiruchirappalli RI Circle 5,RI-33045-05,Tehsildar Tiruchirappalli East
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli East,03,Nandgaon,016,10.73294,78.71979,3183,2485,757,Tiruchirappalli RI Circle 6,RI-33045-06,Tehsildar Tiruchirappalli East
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli East,03,Peddapalli,017,10.87956,78.60597,590,375,142,Tiruchirappalli RI Circle 6,RI-33045-06,Tehsildar Tiruchirappalli East
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli East,03,Raghunathpur,018,10.75275,78.75365,2694,1489,992,Tiruchirappalli RI Circle 6,RI-33045-06,Tehsildar Tiruchirappalli East
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli West,04,Shivnagar,019,10.69879,78.67248,885,592,208,Tiruchirappalli RI Circle 7,RI-33045-07,Tehsildar Tiruchirappalli West
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli West,04,Tarapur,020,10.79615,78.62104,2224,1542,484,Tiruchirappalli RI Circle 7,RI-33045-07,Tehsildar Tiruchirappalli West
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli West,04,Uttanahalli,021,10.70929,78.78233,2251,1590,890,Tiruchirappalli RI Circle 7,RI-33045-07,Tehsildar Tiruchirappalli West
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli West,04,Veerapuram,022,10.6931,78.58371,826,597,136,Tiruchirappalli RI Circle 8,RI-33045-08,Tehsildar Tiruchirappalli West
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli West,04,Yellapur,023,10.6616,78.78598,2587,2072,479,Tiruchirappalli RI Circle 8,RI-33045-08,Tehsildar Tiruchirappalli West
Tamil Nadu,33,Tiruchirappalli,045,Tiruchirappalli West,04,Zamania,024,10.79626,78.68937,2769,2213,383,Tiruchirappalli RI Circle 8,RI-33045-08,Tehsildar Tiruchirappalli West
Telangana,36,Hyderabad,003,Hyderabad North,01,Rampur,001,17.27308,78.5922,3825,2499,687,Hyderabad RI Circle 1,RI-36003-01,Tehsildar Hyderabad North
Telangana,36,Hyderabad,003,Hyderabad North,01,Kothapalli,002,17.41228,78.64294,2274,1315,690,Hyderabad RI Circle 1,RI-36003-01,Tehsildar Hyderabad North
Telangana,36,Hyderabad,003,Hyderabad North,01,Ganeshpura,003,17.29912,78.49913,8251,4663,2673,Hyderabad RI Circle 1,RI-36003-01,Tehsildar Hyderabad North
Telangana,36,Hyderabad,003,Hyderabad North,01,Bhimnagar,004,17.54801,78.42949,2889,2356,820,Hyderabad RI Circle 2,RI-36003-02,Tehsildar Hyderabad North
Telangana,36,Hyderabad,003,Hyderabad North,01,Sultanpur,005,17.44046,78.41974,3728,2082,893,Hyderabad RI Circle 2,RI-36003-02,Tehsildar Hyderabad North
Telangana,36,Hyderabad,003,Hyderabad North,01,Devgaon,006,17.24451,78.56801,2538,2049,562,Hyderabad RI Circle 2,RI-36003-02,Tehsildar Hyderabad North
Telangana,36,Hyderabad,003,Hyderabad South,02,Chandrapalli,007,17.45489,78.5291,4099,2548,1014,Hyderabad RI Circle 3,RI-36003-03,Tehsildar Hyderabad South
Telangana,36,Hyderabad,003,Hyderabad South,02,Narsapur,008,17.45799,78.60985,2442,1695,920,Hyderabad RI Circle 3,RI-36003-03,Tehsildar Hyderabad South
Telangana,36,Hyderabad,003,Hyderabad South,02,Basavanahalli,009,17.40823,78.63865,7273,5976,1105,Hyderabad RI Circle 3,RI-36003-03,Tehsildar Hyderabad South
Telangana,36,Hyderabad,003,Hyderabad South,02,Mallapuram,010,17.36333,78.43607,8833,7333,3254,Hyderabad RI Circle 4,RI-36003-04,Tehsildar Hyderabad South
Telangana,36,Hyderabad,003,Hyderabad South,02,Amrapur,011,17.32526,78.53574,4451,3331,1025,Hyderabad RI Circle 4,RI-36003-04,Tehsildar Hyderabad South
Telangana,36,Hyderabad,003,Hyderabad South,02,Jaitpur,012,17.41969,78.46542,4569,3795,1824,Hyderabad RI Circle 4,RI-36003-04,Tehsildar Hyderabad South
Telangana,36,Hyderabad,003,Hyderabad East,03,Kesarpur,013,17.31757,78.28248,2631,2046,282,Hyderabad RI Circle 5,RI-36003-05,Tehsildar Hyderabad East
Telangana,36,Hyderabad,003,Hyderabad East,03,Lakshmipura,014,17.45029,78.42675,6961,4341,2355,Hyderabad RI Circle 5,RI-36003-05,Tehsildar Hyderabad East
Telangana,36,Hyderabad,003,Hyderabad East,03,Madhavgarh,015,17.52366,78.43227,6136,4692,2407,Hyderabad RI Circle 5,RI-36003-05,Tehsildar Hyderabad East
Telangana,36,Hyderabad,003,Hyderabad East,03,Nandgaon,016,17.3578,78.4231,5269,3899,1248,Hyderabad RI Circle 6,RI-36003-06,Tehsildar Hyderabad East
Telangana,36,Hyderabad,003,Hyderabad East,03,Peddapalli,017,17.34922,78.59223,7813,5133,3080,Hyderabad RI Circle 6,RI-36003-06,Tehsildar Hyderabad East
Telangana,36,Hyderabad,003,Hyderabad East,03,Raghunathpur,018,17.47299,78.57621,4085,3453,1094,Hyderabad RI Circle 6,RI-36003-06,Tehsildar Hyderabad East
Telangana,36,Hyderabad,003,Hyderabad West,04,Shivnagar,019,17.17231,78.59744,8170,6786,1201,Hyderabad RI Circle 7,RI-36003-07,Tehsildar Hyderabad West
Telangana,36,Hyderabad,003,Hyderabad West,04,Tarapur,020,17.4168,78.5873,6604,5417,1179,Hyderabad RI Circle 7,RI-36003-07,Tehsildar Hyderabad West
Telangana,36,Hyderabad,003,Hyderabad West,04,Uttanahalli,021,17.30976,78.3738,7878,5107,1125,Hyderabad RI Circle 7,RI-36003-07,Tehsildar Hyderabad West
Telangana,36,Hyderabad,003,Hyderabad West,04,Veerapuram,022,17.28714,78.53046,7309,4271,1077,Hyderabad RI Circle 8,RI-36003-08,Tehsildar Hyderabad West
Telangana,36,Hyderabad,003,Hyderabad West,04,Yellapur,023,17.45596,78.41187,4139,3338,1578,Hyderabad RI Circle 8,RI-36003-08,Tehsildar Hyderabad West
Telangana,36,Hyderabad,003,Hyderabad West,04,Zamania,024,17.56649,78.2684,5991,5040,1884,Hyderabad RI Circle 8,RI-36003-08,Tehsildar Hyderabad West
Telangana,36,Karimnagar,019,Karimnagar North,01,Rampur,001,18.51072,79.0094,2906,2000,1080,Karimnagar RI Circle 1,RI-36019-01,Tehsildar Karimnagar North
Telangana,36,Karimnagar,019,Karimnagar North,01,Kothapalli,002,18.35047,79.06897,823,686,93,Karimnagar RI Circle 1,RI-36019-01,Tehsildar Karimnagar North
Telangana,36,Karimnagar,019,Karimnagar North,01,Ganeshpura,003,18.57306,79.12862,2106,1620,461,Karimnagar RI Circle 1,RI-36019-01,Tehsildar Karimnagar North
Telangana,36,Karimnagar,019,Karimnagar North,01,Bhimnagar,004,18.58719,79.22594,1102,658,307,Karimnagar RI Circle 2,RI-36019-02,Tehsildar Karimnagar North
Telangana,36,Karimnagar,019,Karimnagar North,01,Sultanpur,005,18.4122,79.15652,1440,884,420,Karimnagar RI Circle 2,RI-36019-02,Tehsildar Karimnagar North
Telangana,36,Karimnagar,019,Karimnagar North,01,Devgaon,006,18.46899,79.00888,2675,1534,435,Karimnagar RI Circle 2,RI-36019-02,Tehsildar Karimnagar North
Telangana,36,Karimnagar,019,Karimnagar South,02,Chandrapalli,007,18.43515,79.13878,2075,1613,510,Karimnagar RI Circle 3,RI-36019-03,Tehsildar Karimnagar South
Telangana,36,Karimnagar,019,Karimnagar South,02,Narsapur,008,18.36297,79.11303,1090,845,233,Karimnagar RI Circle 3,RI-36019-03,Tehsildar Karimnagar South
Telangana,36,Karimnagar,019,Karimnagar South,02,Basavanahalli,009,18.46451,79.1079,1890,1421,671,Karimnagar RI Circle 3,RI-36019-03,Tehsildar Karimnagar South
Telangana,36,Karimnagar,019,Karimnagar South,02,Mallapuram,010,18.42543,79.1863,1776,1267,307,Karimnagar RI Circle 4,RI-36019-04,Tehsildar Karimnagar South
Telangana,36,Karimnagar,019,Karimnagar South,02,Amrapur,011,18.59442,79.10576,2785,2353,663,Karimnagar RI Circle 4,RI-36019-04,Tehsildar Karimnagar South
Telangana,36,Karimnagar,019,Karimnagar South,02,Jaitpur,012,18.36098,79.20391,2519,1563,500,Karimnagar RI Circle 4,RI-36019-04,Tehsildar Karimnagar South
Telangana,36,Karimnagar,019,Karimnagar East,03,Kesarpur,013,18.61522,79.23425,2280,1660,406,Karimnagar RI Circle 5,RI-36019-05,Tehsildar Karimnagar East
Telangana,36,Karimnagar,019,Karimnagar East,03,Lakshmipura,014,18.43744,79.23322,2295,1777,326,Karimnagar RI Circle 5,RI-36019-05,Tehsildar Karimnagar East
Telangana,36,Karimnagar,019,Karimnagar East,03,Madhavgarh,015,18.64,79.26749,542,335,114,Karimnagar RI Circle 5,RI-36019-05,Tehsildar Karimnagar East
Telangana,36,Karimnagar,019,Karimnagar East,03,Nandgaon,016,18.22878,79.03837,2592,1595,386,Karimnagar RI Circle 6,RI-36019-06,Tehsildar Karimnagar East
Telangana,36,Karimnagar,019,Karimnagar East,03,Peddapalli,017,18.50687,79.27269,2946,1808,755,Karimnagar RI Circle 6,RI-36019-06,Tehsildar Karimnagar East
Telangana,36,Karimnagar,019,Karimnagar East,03,Raghunathpur,018,18.51028,79.17041,772,475,293,Karimnagar RI Circle 6,RI-36019-06,Tehsildar Karimnagar East
Telangana,36,Karimnagar,019,Karimnagar West,04,Shivnagar,019,18.27923,79.23968,2583,1815,713,Karimnagar RI Circle 7,RI-36019-07,Tehsildar Karimnagar West
Telangana,36,Karimnagar,019,Karimnagar West,04,Tarapur,020,18.4761,79.17056,2551,2015,508,Karimnagar RI Circle 7,RI-36019-07,Tehsildar Karimnagar West
Telangana,36,Karimnagar,019,Karimnagar West,04,Uttanahalli,021,18.60159,79.15824,2942,2401,481,Karimnagar RI Circle 7,RI-36019-07,Tehsildar Karimnagar West
Telangana,36,Karimnagar,019,Karimnagar West,04,Veerapuram,022,18.48349,79.21924,2938,1683,867,Karimnagar RI Circle 8,RI-36019-08,Tehsildar Karimnagar West
Telangana,36,Karimnagar,019,Karimnagar West,04,Yellapur,023,18.65197,79.11981,3095,1879,386,Karimnagar RI Circle 8,RI-36019-08,Tehsildar Karimnagar West
Telangana,36,Karimnagar,019,Karimnagar West,04,Zamania,024,18.37954,79.08913,2215,1345,742,Karimnagar RI Circle 8,RI-36019-08,Tehsildar Karimnagar West
Telangana,36,Nizamabad,027,Nizamabad North,01,Rampur,001,18.71365,78.00411,1940,1244,689,Nizamabad RI Circle 1,RI-36027-01,Tehsildar Nizamabad North
Telangana,36,Nizamabad,027,Nizamabad North,01,Kothapalli,002,18.85285,77.98875,879,596,114,Nizamabad RI Circle 1,RI-36027-01,Tehsildar Nizamabad North
Telangana,36,Nizamabad,027,Nizamabad North,01,Ganeshpura,003,18.63139,78.14785,1367,1013,165,Nizamabad RI Circle 1,RI-36027-01,Tehsildar Nizamabad North
Telangana,36,Nizamabad,027,Nizamabad North,01,Bhimnagar,004,18.63409,77.95548,2239,1508,505,Nizamabad RI Circle 2,RI-36027-02,Tehsildar Nizamabad North
