ulpin,snapshot_date,risk_score,compensation_disbursed_pct,rehab_progress_pct,days_in_current_stage
23-033-003-670128,2026-04-25,0.868,56.1,18.8,33
23-033-003-670128,2026-05-25,0.8058,57.5,19.9,63
23-033-003-670128,2026-06-24,0.7726,58.8,20.9,93
23-033-003-670128,2026-07-24,0.6818,60.1,21.9,123
23-033-003-670128,2026-08-23,0.6647,61.5,23.0,153
21-019-013-773037,2026-04-25,0.4133,30.2,27.2,153
21-019-013-773037,2026-05-25,0.4443,31.6,28.2,183
21-019-013-773037,2026-06-24,0.3608,32.9,29.3,213
21-019-013-773037,2026-07-24,0.3578,34.2,30.3,243
21-019-013-773037,2026-08-23,0.3262,35.6,31.4,273
33-014-007-313313,2026-04-25,0.7802,49.3,54.4,1
33-014-007-313313,2026-05-25,0.7463,50.7,55.5,8
33-014-007-313313,2026-06-24,0.7514,52.0,56.5,38
33-014-007-313313,2026-07-24,0.7447,53.4,57.6,68
33-014-007-313313,2026-08-23,0.7143,54.7,58.6,98
27-037-024-289386,2026-04-25,0.4092,32.1,39.0,53
27-037-024-289386,2026-05-25,0.4208,33.5,40.1,83
27-037-024-289386,2026-06-24,0.4429,34.8,41.1,113
27-037-024-289386,2026-07-24,0.4297,36.1,42.2,143
27-037-024-289386,2026-08-23,0.4465,37.5,43.2,173
09-031-003-212773,2026-04-25,0.276,46.2,50.3,1
09-031-003-212773,2026-05-25,0.3041,47.6,51.4,1
09-031-003-212773,2026-06-24,0.3608,48.9,52.4,1
09-031-003-212773,2026-07-24,0.3736,50.2,53.5,1
09-031-003-212773,2026-08-23,0.4216,51.6,54.5,7
33-014-019-969365,2026-04-25,0.6559,15.0,73.0,1
33-014-019-969365,2026-05-25,0.6194,16.3,74.0,1
33-014-019-969365,2026-06-24,0.5065,17.7,75.1,11
33-014-019-969365,2026-07-24,0.4036,19.0,76.2,41
33-014-019-969365,2026-08-23,0.3251,20.4,77.2,71
22-009-007-960071,2026-04-25,0.1645,43.6,20.0,1
22-009-007-960071,2026-05-25,0.1957,45.0,21.0,1
22-009-007-960071,2026-06-24,0.1911,46.3,22.1,1
22-009-007-960071,2026-07-24,0.1684,47.6,23.1,18
22-009-007-960071,2026-08-23,0.1755,49.0,24.2,48
21-019-018-312999,2026-04-25,0.8044,72.2,15.8,1
21-019-018-312999,2026-05-25,0.7404,73.5,16.9,1
21-019-018-312999,2026-06-24,0.7416,74.9,17.9,1
21-019-018-312999,2026-07-24,0.7562,76.2,18.9,1
21-019-018-312999,2026-08-23,0.7165,77.6,20.0,29
09-044-010-399385,2026-04-25,0.187,46.1,27.8,1
09-044-010-399385,2026-05-25,0.2407,47.5,28.9,1
09-044-010-399385,2026-06-24,0.2513,48.8,29.9,1
09-044-010-399385,2026-07-24,0.254,50.1,30.9,3
09-044-010-399385,2026-08-23,0.2848,51.5,32.0,33
21-026-023-607277,2026-04-25,0.8106,44.8,40.2,285
21-026-023-607277,2026-05-25,0.749,46.2,41.2,315
21-026-023-607277,2026-06-24,0.6417,47.5,42.3,345
21-026-023-607277,2026-07-24,0.5106,48.9,43.4,375
21-026-023-607277,2026-08-23,0.4663,50.2,44.4,405
09-044-014-664609,2026-04-25,0.1177,59.1,61.7,1
09-044-014-664609,2026-05-25,0.204,60.5,62.8,1
09-044-014-664609,2026-06-24,0.2746,61.8,63.8,15
09-044-014-664609,2026-07-24,0.366,63.1,64.9,45
09-044-014-664609,2026-08-23,0.4627,64.5,65.9,75
21-005-022-199357,2026-04-25,0.2652,20.2,77.5,1
21-005-022-199357,2026-05-25,0.3481,21.6,78.5,1
21-005-022-199357,2026-06-24,0.3607,22.9,79.6,19
21-005-022-199357,2026-07-24,0.3744,24.2,80.7,49
21-005-022-199357,2026-08-23,0.4127,25.6,81.7,79
09-044-003-334004,2026-04-25,0.0944,34.0,2.7,1
09-044-003-334004,2026-05-25,0.235,35.4,3.8,1
09-044-003-334004,2026-06-24,0.3236,36.7,4.8,1
09-044-003-334004,2026-07-24,0.3992,38.0,5.9,16
09-044-003-334004,2026-08-23,0.5202,39.4,6.9,46
29-009-010-091248,2026-04-25,0.01,51.7,15.8,1
29-009-010-091248,2026-05-25,0.1507,53.1,16.9,1
29-009-010-091248,2026-06-24,0.2256,54.4,17.9,1
29-009-010-091248,2026-07-24,0.3373,55.8,18.9,1
29-009-010-091248,2026-08-23,0.5234,57.1,20.0,15
33-031-001-161337,2026-04-25,0.01,22.0,17.6,1
33-031-001-161337,2026-05-25,0.01,23.3,18.6,1
33-031-001-161337,2026-06-24,0.0346,24.7,19.7,1
33-031-001-161337,2026-07-24,0.1489,26.0,20.8,22
33-031-001-161337,2026-08-23,0.2533,27.4,21.8,52
22-014-008-482155,2026-04-25,0.4872,51.1,48.9,1
22-014-008-482155,2026-05-25,0.4167,52.5,50.0,1
22-014-008-482155,2026-06-24,0.4716,53.8,51.0,1
22-014-008-482155,2026-07-24,0.3704,55.1,52.1,5
22-014-008-482155,2026-08-23,0.3127,56.5,53.1,35
22-018-003-316142,2026-04-25,0.2632,55.6,45.3,86
22-018-003-316142,2026-05-25,0.3184,57.0,46.4,116
22-018-003-316142,2026-06-24,0.3178,58.3,47.4,146
22-018-003-316142,2026-07-24,0.3349,59.6,48.5,176
22-018-003-316142,2026-08-23,0.2846,61.0,49.5,206
23-016-010-298309,2026-04-25,0.1617,24.2,10.8,20
23-016-010-298309,2026-05-25,0.2635,25.6,11.8,50
23-016-010-298309,2026-06-24,0.3463,26.9,12.9,80
23-016-010-298309,2026-07-24,0.4187,28.2,13.9,110
23-016-010-298309,2026-08-23,0.5434,29.6,15.0,140
33-014-023-215297,2026-04-25,0.5111,26.2,17.1,1
33-014-023-215297,2026-05-25,0.5522,27.6,18.1,1
33-014-023-215297,2026-06-24,0.586,28.9,19.2,1
33-014-023-215297,2026-07-24,0.6016,30.2,20.2,1
33-014-023-215297,2026-08-23,0.6453,31.6,21.3,14
23-033-005-677236,2026-04-25,0.3929,32.9,22.8,36
23-033-005-677236,2026-05-25,0.3944,34.2,23.9,66
23-033-005-677236,2026-06-24,0.3857,35.6,24.9,96
23-033-005-677236,2026-07-24,0.3061,36.9,25.9,126
23-033-005-677236,2026-08-23,0.3081,38.3,27.0,156
36-003-005-162453,2026-04-25,0.4404,8.6,38.1,1
36-003-005-162453,2026-05-25,0.4688,9.9,39.1,1
36-003-005-162453,2026-06-24,0.4967,11.3,40.2,1
36-003-005-162453,2026-07-24,0.5037,12.7,41.2,4
36-003-005-162453,2026-08-23,0.5378,14.0,42.3,34
09-031-018-325979,2026-04-25,0.697,34.0,27.3,1
09-031-018-325979,2026-05-25,0.6893,35.4,28.4,1
09-031-018-325979,2026-06-24,0.6247,36.7,29.4,1
09-031-018-325979,2026-07-24,0.5204,38.0,30.4,1
09-031-018-325979,2026-08-23,0.489,39.4,31.5,13
21-019-016-998853,2026-04-25,0.0738,39.7,24.7,1
21-019-016-998853,2026-05-25,0.1431,41.1,25.8,1
21-019-016-998853,2026-06-24,0.1901,42.4,26.8,1
21-019-016-998853,2026-07-24,0.228,43.8,27.8,1
21-019-016-998853,2026-08-23,0.3235,45.1,28.9,15
27-013-012-943884,2026-04-25,0.8081,48.1,24.8,1
27-013-012-943884,2026-05-25,0.7965,49.5,25.9,1
27-013-012-943884,2026-06-24,0.7704,50.8,26.9,1
27-013-012-943884,2026-07-24,0.7467,52.1,27.9,1
27-013-012-943884,2026-08-23,0.6662,53.5,29.0,13
36-019-009-348048,2026-04-25,0.01,16.7,6.2,1
36-019-009-348048,2026-05-25,0.01,18.1,7.2,1
36-019-009-348048,2026-06-24,0.0748,19.4,8.3,1
36-019-009-348048,2026-07-24,0.2054,20.8,9.3,1
36-019-009-348048,2026-08-23,0.3606,22.1,10.4,21
29-018-019-080916,2026-04-25,0.4936,14.8,87.0,1
29-018-019-080916,2026-05-25,0.5135,16.1,88.0,1
29-018-019-080916,2026-06-24,0.5277,17.5,89.1,1
29-018-019-080916,2026-07-24,0.5418,18.8,90.2,31
29-018-019-080916,2026-08-23,0.5643,20.2,91.2,61
09-031-019-872573,2026-04-25,0.3286,36.1,21.8,1
09-031-019-872573,2026-05-25,0.3602,37.5,22.9,1
09-031-019-872573,2026-06-24,0.4333,38.8,23.9,1
09-031-019-872573,2026-07-24,0.4681,40.1,24.9,1
09-031-019-872573,2026-08-23,0.5199,41.5,26.0,12
36-019-019-395879,2026-04-25,0.208,89.6,15.5,1
36-019-019-395879,2026-05-25,0.2074,91.0,16.5,1
36-019-019-395879,2026-06-24,0.229,92.3,17.6,1
36-019-019-395879,2026-07-24,0.2656,93.7,18.6,1
36-019-019-395879,2026-08-23,0.2725,95.0,19.7,29
21-005-024-424589,2026-04-25,0.5351,51.0,6.6,1
21-005-024-424589,2026-05-25,0.5673,52.4,7.7,1
21-005-024-424589,2026-06-24,0.6059,53.7,8.7,13
21-005-024-424589,2026-07-24,0.6353,55.0,9.8,43
21-005-024-424589,2026-08-23,0.6467,56.4,10.8,73
21-026-006-273094,2026-04-25,0.803,25.2,24.3,93
21-026-006-273094,2026-05-25,0.7855,26.6,25.4,123
21-026-006-273094,2026-06-24,0.6855,27.9,26.4,153
21-026-006-273094,2026-07-24,0.6468,29.2,27.4,183
21-026-006-273094,2026-08-23,0.5434,30.6,28.5,213
09-031-023-654734,2026-04-25,0.8294,44.7,69.6,1
09-031-023-654734,2026-05-25,0.7686,46.1,70.6,1
09-031-023-654734,2026-06-24,0.6503,47.4,71.7,1
09-031-023-654734,2026-07-24,0.6266,48.8,72.8,1
09-031-023-654734,2026-08-23,0.5103,50.1,73.8,6
36-019-009-327811,2026-04-25,0.4348,59.3,19.2,12
36-019-009-327811,2026-05-25,0.446,60.7,20.2,42
36-019-009-327811,2026-06-24,0.4794,62.0,21.3,72
36-019-009-327811,2026-07-24,0.5095,63.4,22.3,102
36-019-009-327811,2026-08-23,0.5553,64.7,23.4,132
23-016-002-431793,2026-04-25,0.01,30.0,73.2,1
23-016-002-431793,2026-05-25,0.0386,31.3,74.2,1
23-016-002-431793,2026-06-24,0.1288,32.7,75.3,5
23-016-002-431793,2026-07-24,0.2698,34.0,76.4,35
23-016-002-431793,2026-08-23,0.3659,35.4,77.4,65
09-044-017-935530,2026-04-25,0.2796,78.2,67.9,1
09-044-017-935530,2026-05-25,0.2922,79.5,68.9,1
09-044-017-935530,2026-06-24,0.3624,80.9,70.0,1
09-044-017-935530,2026-07-24,0.3703,82.2,71.0,1
09-044-017-935530,2026-08-23,0.3931,83.6,72.1,28
29-007-017-378427,2026-04-25,0.1753,41.9,39.2,214
29-007-017-378427,2026-05-25,0.1881,43.2,40.2,244
29-007-017-378427,2026-06-24,0.2216,44.6,41.3,274
29-007-017-378427,2026-07-24,0.2821,45.9,42.4,304
29-007-017-378427,2026-08-23,0.3364,47.3,43.4,334
22-018-009-028179,2026-04-25,0.2816,83.8,21.4,1
22-018-009-028179,2026-05-25,0.2702,85.2,22.5,1
22-018-009-028179,2026-06-24,0.3215,86.5,23.5,3
22-018-009-028179,2026-07-24,0.3696,87.9,24.6,33
22-018-009-028179,2026-08-23,0.409,89.2,25.6,63
33-031-011-156622,2026-04-25,0.2204,47.9,66.9,1
33-031-011-156622,2026-05-25,0.3423,49.2,67.9,1
33-031-011-156622,2026-06-24,0.3935,50.6,69.0,1
33-031-011-156622,2026-07-24,0.4815,51.9,70.0,10
33-031-011-156622,2026-08-23,0.5309,53.3,71.1,40
22-009-001-772885,2026-04-25,0.6479,26.1,0.0,1
22-009-001-772885,2026-05-25,0.6091,27.4,0.0,1
22-009-001-772885,2026-06-24,0.5921,28.8,0.8,1
22-009-001-772885,2026-07-24,0.587,30.1,1.8,22
22-009-001-772885,2026-08-23,0.5325,31.5,2.9,52
33-031-004-898735,2026-04-25,0.071,93.4,64.9,46
33-031-004-898735,2026-05-25,0.1534,94.8,65.9,76
33-031-004-898735,2026-06-24,0.1559,96.1,67.0,106
33-031-004-898735,2026-07-24,0.2427,97.5,68.0,136
33-031-004-898735,2026-08-23,0.3236,98.8,69.1,166
27-037-005-386916,2026-04-25,0.3105,31.5,76.8,1
27-037-005-386916,2026-05-25,0.3726,32.9,77.8,1
27-037-005-386916,2026-06-24,0.3871,34.2,78.9,1
27-037-005-386916,2026-07-24,0.4387,35.5,80.0,1
27-037-005-386916,2026-08-23,0.4702,36.9,81.0,4
33-031-012-725380,2026-04-25,0.4125,28.7,20.2,66
33-031-012-725380,2026-05-25,0.3901,30.1,21.2,96
33-031-012-725380,2026-06-24,0.3633,31.4,22.3,126
33-031-012-725380,2026-07-24,0.3675,32.8,23.3,156
33-031-012-725380,2026-08-23,0.3948,34.1,24.4,186
29-007-004-408639,2026-04-25,0.4286,16.9,47.6,9
29-007-004-408639,2026-05-25,0.4177,18.2,48.6,39
29-007-004-408639,2026-06-24,0.4741,19.6,49.7,69
29-007-004-408639,2026-07-24,0.5199,20.9,50.8,99
29-007-004-408639,2026-08-23,0.5475,22.3,51.8,129
23-028-003-670909,2026-04-25,0.8691,30.4,38.1,1
23-028-003-670909,2026-05-25,0.7905,31.7,39.1,1
23-028-003-670909,2026-06-24,0.7206,33.1,40.2,1
23-028-003-670909,2026-07-24,0.6112,34.4,41.2,20
23-028-003-670909,2026-08-23,0.5879,35.8,42.3,50
36-027-011-634969,2026-04-25,0.265,57.6,15.3,1
36-027-011-634969,2026-05-25,0.2553,59.0,16.4,1
36-027-011-634969,2026-06-24,0.2419,60.3,17.4,16
36-027-011-634969,2026-07-24,0.2549,61.6,18.4,46
36-027-011-634969,2026-08-23,0.2836,63.0,19.5,76
23-016-021-062988,2026-04-25,0.3594,57.9,53.9,1
23-016-021-062988,2026-05-25,0.3482,59.2,55.0,1
23-016-021-062988,2026-06-24,0.2781,60.6,56.0,1
23-016-021-062988,2026-07-24,0.2589,61.9,57.1,1
23-016-021-062988,2026-08-23,0.2239,63.3,58.1,3
21-026-019-308724,2026-04-25,0.3057,56.0,76.9,1
21-026-019-308724,2026-05-25,0.3325,57.4,77.9,1
21-026-019-308724,2026-06-24,0.3272,58.7,79.0,6
21-026-019-308724,2026-07-24,0.3189,60.0,80.0,36
21-026-019-308724,2026-08-23,0.3705,61.4,81.1,66
23-016-018-510973,2026-04-25,0.2731,19.0,36.2,1
23-016-018-510973,2026-05-25,0.3138,20.3,37.2,22
23-016-018-510973,2026-06-24,0.2986,21.7,38.3,52
23-016-018-510973,2026-07-24,0.2861,23.0,39.4,82
23-016-018-510973,2026-08-23,0.2864,24.4,40.4,112
29-022-007-695968,2026-04-25,0.2055,66.1,9.8,317
29-022-007-695968,2026-05-25,0.2281,67.5,10.8,347
29-022-007-695968,2026-06-24,0.2771,68.8,11.9,377
29-022-007-695968,2026-07-24,0.3271,70.2,12.9,407
29-022-007-695968,2026-08-23,0.309,71.5,14.0,437
21-012-014-065558,2026-04-25,0.99,17.3,14.6,3
21-012-014-065558,2026-05-25,0.8499,18.6,15.7,33
21-012-014-065558,2026-06-24,0.7987,20.0,16.7,63
21-012-014-065558,2026-07-24,0.7624,21.3,17.8,93
21-012-014-065558,2026-08-23,0.6519,22.7,18.8,123
29-007-006-208822,2026-04-25,0.3331,19.5,60.9,65
29-007-006-208822,2026-05-25,0.3947,20.8,61.9,95
29-007-006-208822,2026-06-24,0.4462,22.2,63.0,125
29-007-006-208822,2026-07-24,0.4637,23.5,64.0,155
29-007-006-208822,2026-08-23,0.53,24.9,65.1,185
27-037-016-583331,2026-04-25,0.0327,8.4,72.7,26
27-037-016-583331,2026-05-25,0.0668,9.8,73.8,56
27-037-016-583331,2026-06-24,0.1361,11.1,74.8,86
27-037-016-583331,2026-07-24,0.2131,12.5,75.9,116
27-037-016-583331,2026-08-23,0.2706,13.8,76.9,146
33-045-013-795946,2026-04-25,0.8743,64.9,41.2,1
33-045-013-795946,2026-05-25,0.8695,66.2,42.2,1
33-045-013-795946,2026-06-24,0.7617,67.6,43.3,28
33-045-013-795946,2026-07-24,0.7493,69.0,44.4,58
33-045-013-795946,2026-08-23,0.6792,70.3,45.4,88
09-044-020-626400,2026-04-25,0.4525,35.3,69.4,71
09-044-020-626400,2026-05-25,0.4928,36.7,70.4,101
09-044-020-626400,2026-06-24,0.5149,38.0,71.5,131
09-044-020-626400,2026-07-24,0.5548,39.4,72.5,161
09-044-020-626400,2026-08-23,0.5374,40.7,73.6,191
22-018-006-970351,2026-04-25,0.2231,49.5,50.4,1
22-018-006-970351,2026-05-25,0.3463,50.9,51.5,1
22-018-006-970351,2026-06-24,0.352,52.2,52.5,20
22-018-006-970351,2026-07-24,0.4394,53.5,53.6,50
22-018-006-970351,2026-08-23,0.5287,54.9,54.6,80
36-003-012-548101,2026-04-25,0.5738,22.5,71.6,1
36-003-012-548101,2026-05-25,0.5756,23.8,72.6,8
36-003-012-548101,2026-06-24,0.59,25.2,73.7,38
36-003-012-548101,2026-07-24,0.6009,26.5,74.8,68
36-003-012-548101,2026-08-23,0.6011,27.9,75.8,98
21-026-001-694145,2026-04-25,0.5825,50.0,16.6,89
21-026-001-694145,2026-05-25,0.5851,51.4,17.6,119
21-026-001-694145,2026-06-24,0.4842,52.7,18.7,149
21-026-001-694145,2026-07-24,0.4545,54.0,19.8,179
21-026-001-694145,2026-08-23,0.4215,55.4,20.8,209
33-031-016-649876,2026-04-25,0.7127,28.7,23.4,1
33-031-016-649876,2026-05-25,0.6838,30.1,24.5,1
33-031-016-649876,2026-06-24,0.6548,31.4,25.5,1
33-031-016-649876,2026-07-24,0.5863,32.8,26.6,21
33-031-016-649876,2026-08-23,0.5746,34.1,27.6,51
27-037-006-611238,2026-04-25,0.7101,69.7,18.3,1
27-037-006-611238,2026-05-25,0.6756,71.0,19.4,1
27-037-006-611238,2026-06-24,0.7211,72.4,20.4,1
27-037-006-611238,2026-07-24,0.6925,73.8,21.4,1
27-037-006-611238,2026-08-23,0.729,75.1,22.5,3
23-016-010-263519,2026-04-25,0.4656,0.0,67.5,12
23-016-010-263519,2026-05-25,0.5214,0.0,68.5,42
23-016-010-263519,2026-06-24,0.571,0.6,69.6,72
23-016-010-263519,2026-07-24,0.5965,1.9,70.7,102
23-016-010-263519,2026-08-23,0.6372,3.3,71.7,132
23-004-011-299727,2026-04-25,0.7031,72.1,25.7,1
23-004-011-299727,2026-05-25,0.6362,73.5,26.8,1
23-004-011-299727,2026-06-24,0.5559,74.8,27.8,1
23-004-011-299727,2026-07-24,0.5237,76.2,28.8,1
23-004-011-299727,2026-08-23,0.4635,77.5,29.9,5
21-005-009-683504,2026-04-25,0.99,43.3,18.1,91
21-005-009-683504,2026-05-25,0.9137,44.7,19.1,121
21-005-009-683504,2026-06-24,0.7698,46.0,20.2,151
21-005-009-683504,2026-07-24,0.6217,47.4,21.2,181
21-005-009-683504,2026-08-23,0.4815,48.7,22.3,211
29-009-020-506475,2026-04-25,0.7559,41.3,46.3,1
29-009-020-506475,2026-05-25,0.7269,42.7,47.4,24
29-009-020-506475,2026-06-24,0.6761,44.0,48.4,54
29-009-020-506475,2026-07-24,0.6317,45.4,49.5,84
29-009-020-506475,2026-08-23,0.6138,46.7,50.5,114
09-044-023-942817,2026-04-25,0.249,26.1,82.5,46
09-044-023-942817,2026-05-25,0.2809,27.4,83.5,76
09-044-023-942817,2026-06-24,0.3081,28.8,84.6,106
09-044-023-942817,2026-07-24,0.3436,30.1,85.7,136
09-044-023-942817,2026-08-23,0.3761,31.5,86.7,166
36-019-010-992795,2026-04-25,0.6197,52.0,29.7,1
36-019-010-992795,2026-05-25,0.6155,53.4,30.8,1
36-019-010-992795,2026-06-24,0.6191,54.7,31.8,1
36-019-010-992795,2026-07-24,0.6486,56.0,32.9,3
36-019-010-992795,2026-08-23,0.5935,57.4,33.9,33
09-031-020-450629,2026-04-25,0.2597,51.7,9.1,1
09-031-020-450629,2026-05-25,0.2985,53.1,10.2,16
09-031-020-450629,2026-06-24,0.3415,54.4,11.2,46
09-031-020-450629,2026-07-24,0.372,55.8,12.2,76
09-031-020-450629,2026-08-23,0.4057,57.1,13.3,106
23-016-022-297348,2026-04-25,0.2561,27.6,18.3,27
23-016-022-297348,2026-05-25,0.3376,28.9,19.4,57
23-016-022-297348,2026-06-24,0.3492,30.3,20.4,87
23-016-022-297348,2026-07-24,0.4048,31.6,21.4,117
23-016-022-297348,2026-08-23,0.4683,33.0,22.5,147
36-027-002-466005,2026-04-25,0.5047,64.8,23.9,1
36-027-002-466005,2026-05-25,0.4827,66.2,25.0,1
36-027-002-466005,2026-06-24,0.4793,67.5,26.0,1
36-027-002-466005,2026-07-24,0.473,68.9,27.1,13
36-027-002-466005,2026-08-23,0.4733,70.2,28.1,43
21-019-023-451112,2026-04-25,0.01,65.3,34.1,43
21-019-023-451112,2026-05-25,0.01,66.7,35.1,73
21-019-023-451112,2026-06-24,0.0277,68.0,36.2,103
21-019-023-451112,2026-07-24,0.1361,69.4,37.2,133
21-019-023-451112,2026-08-23,0.2908,70.7,38.3,163
29-022-016-773029,2026-04-25,0.5145,61.2,30.4,61
29-022-016-773029,2026-05-25,0.5566,62.5,31.5,91
29-022-016-773029,2026-06-24,0.5153,63.9,32.5,121
29-022-016-773029,2026-07-24,0.5384,65.2,33.6,151
29-022-016-773029,2026-08-23,0.5529,66.6,34.6,181
29-009-010-464509,2026-04-25,0.805,34.4,17.2,1
29-009-010-464509,2026-05-25,0.7557,35.8,18.2,1
29-009-010-464509,2026-06-24,0.6688,37.1,19.3,20
29-009-010-464509,2026-07-24,0.5992,38.4,20.3,50
29-009-010-464509,2026-08-23,0.4624,39.8,21.4,80
09-015-005-629643,2026-04-25,0.7285,54.5,35.9,212
09-015-005-629643,2026-05-25,0.7202,55.9,37.0,242
09-015-005-629643,2026-06-24,0.7025,57.2,38.0,272
09-015-005-629643,2026-07-24,0.7105,58.5,39.1,302
09-015-005-629643,2026-08-23,0.6609,59.9,40.1,332
21-005-011-147025,2026-04-25,0.8497,57.7,5.9,115
21-005-011-147025,2026-05-25,0.7821,59.1,6.9,145
21-005-011-147025,2026-06-24,0.6935,60.4,8.0,175
21-005-011-147025,2026-07-24,0.6649,61.8,9.0,205
21-005-011-147025,2026-08-23,0.5897,63.1,10.1,235
09-015-015-268798,2026-04-25,0.4311,46.4,32.6,32
09-015-015-268798,2026-05-25,0.4468,47.8,33.6,62
09-015-015-268798,2026-06-24,0.4359,49.1,34.7,92
09-015-015-268798,2026-07-24,0.4408,50.4,35.8,122
09-015-015-268798,2026-08-23,0.4853,51.8,36.8,152
23-033-011-737585,2026-04-25,0.9728,8.1,39.1,1
23-033-011-737585,2026-05-25,0.8594,9.4,40.1,1
23-033-011-737585,2026-06-24,0.7557,10.8,41.2,1
23-033-011-737585,2026-07-24,0.6037,12.2,42.2,9
23-033-011-737585,2026-08-23,0.4899,13.5,43.3,39
36-011-012-562616,2026-04-25,0.0527,72.7,20.9,1
36-011-012-562616,2026-05-25,0.1513,74.0,22.0,1
36-011-012-562616,2026-06-24,0.2204,75.4,23.0,1
36-011-012-562616,2026-07-24,0.2758,76.8,24.1,18
36-011-012-562616,2026-08-23,0.367,78.1,25.1,48
09-015-018-258288,2026-04-25,0.4696,35.8,4.4,1
09-015-018-258288,2026-05-25,0.5312,37.2,5.4,1
09-015-018-258288,2026-06-24,0.5435,38.5,6.5,1
09-015-018-258288,2026-07-24,0.6933,39.9,7.5,6
09-015-018-258288,2026-08-23,0.662,41.2,8.6,36
36-027-010-336564,2026-04-25,0.2973,0.0,14.4,1
36-027-010-336564,2026-05-25,0.3542,0.2,15.5,1
36-027-010-336564,2026-06-24,0.3581,1.5,16.5,1
36-027-010-336564,2026-07-24,0.4241,2.9,17.6,29
36-027-010-336564,2026-08-23,0.4102,4.2,18.6,59
33-014-014-486337,2026-04-25,0.2289,48.9,9.9,1
33-014-014-486337,2026-05-25,0.2678,50.2,10.9,1
33-014-014-486337,2026-06-24,0.2648,51.6,12.0,1
33-014-014-486337,2026-07-24,0.2301,52.9,13.0,12
33-014-014-486337,2026-08-23,0.2281,54.3,14.1,42
36-011-002-604648,2026-04-25,0.5862,66.1,32.3,78
36-011-002-604648,2026-05-25,0.5699,67.5,33.4,108
36-011-002-604648,2026-06-24,0.5817,68.8,34.4,138
36-011-002-604648,2026-07-24,0.5497,70.2,35.5,168
36-011-002-604648,2026-08-23,0.5108,71.5,36.5,198
33-045-007-583204,2026-04-25,0.4528,42.7,20.4,1
33-045-007-583204,2026-05-25,0.3772,44.1,21.5,1
33-045-007-583204,2026-06-24,0.3829,45.4,22.5,1
33-045-007-583204,2026-07-24,0.2902,46.8,23.6,30
33-045-007-583204,2026-08-23,0.2462,48.1,24.6,60
22-018-015-281782,2026-04-25,0.5463,46.1,6.0,1
22-018-015-281782,2026-05-25,0.4889,47.5,7.0,1
22-018-015-281782,2026-06-24,0.44,48.8,8.1,1
22-018-015-281782,2026-07-24,0.3381,50.1,9.1,1
22-018-015-281782,2026-08-23,0.3255,51.5,10.2,26
23-004-009-955041,2026-04-25,0.9636,5.8,37.7,1
23-004-009-955041,2026-05-25,0.8313,7.1,38.8,1
23-004-009-955041,2026-06-24,0.7822,8.5,39.8,1
23-004-009-955041,2026-07-24,0.6421,9.8,40.9,1
23-004-009-955041,2026-08-23,0.5352,11.2,41.9,17
29-022-024-163578,2026-04-25,0.3203,32.2,34.3,1
29-022-024-163578,2026-05-25,0.4324,33.6,35.4,1
29-022-024-163578,2026-06-24,0.4358,34.9,36.4,3
29-022-024-163578,2026-07-24,0.469,36.2,37.5,33
29-022-024-163578,2026-08-23,0.473,37.6,38.5,63
23-004-021-604729,2026-04-25,0.503,49.5,54.8,1
23-004-021-604729,2026-05-25,0.5087,50.9,55.9,1
23-004-021-604729,2026-06-24,0.4809,52.2,56.9,1
23-004-021-604729,2026-07-24,0.4253,53.5,58.0,1
23-004-021-604729,2026-08-23,0.4528,54.9,59.0,4
36-011-008-403302,2026-04-25,0.1754,47.4,71.8,1
36-011-008-403302,2026-05-25,0.2052,48.8,72.8,1
36-011-008-403302,2026-06-24,0.2245,50.1,73.9,1
36-011-008-403302,2026-07-24,0.2221,51.4,75.0,1
36-011-008-403302,2026-08-23,0.244,52.8,76.0,8
23-033-004-337896,2026-04-25,0.4124,32.3,7.1,1
23-033-004-337896,2026-05-25,0.4456,33.7,8.2,1
23-033-004-337896,2026-06-24,0.4456,35.0,9.2,1
23-033-004-337896,2026-07-24,0.4686,36.4,10.2,1
23-033-004-337896,2026-08-23,0.4679,37.7,11.3,19
33-014-015-277839,2026-04-25,0.5974,60.9,26.0,1
33-014-015-277839,2026-05-25,0.5545,62.2,27.0,23
33-014-015-277839,2026-06-24,0.4965,63.6,28.1,53
33-014-015-277839,2026-07-24,0.5158,65.0,29.1,83
33-014-015-277839,2026-08-23,0.4382,66.3,30.2,113
33-045-005-622277,2026-04-25,0.0418,60.4,47.2,1
33-045-005-622277,2026-05-25,0.1416,61.8,48.2,1
33-045-005-622277,2026-06-24,0.2738,63.1,49.3,1
33-045-005-622277,2026-07-24,0.4181,64.5,50.4,20
33-045-005-622277,2026-08-23,0.5331,65.8,51.4,50
33-014-004-600270,2026-04-25,0.9536,11.1,65.9,42
33-014-004-600270,2026-05-25,0.8471,12.4,66.9,72
33-014-004-600270,2026-06-24,0.7346,13.8,68.0,102
33-014-004-600270,2026-07-24,0.6686,15.2,69.0,132
33-014-004-600270,2026-08-23,0.5611,16.5,70.1,162
33-045-006-087077,2026-04-25,0.2801,43.7,43.6,1
33-045-006-087077,2026-05-25,0.2688,45.1,44.6,1
33-045-006-087077,2026-06-24,0.26,46.4,45.7,1
33-045-006-087077,2026-07-24,0.292,47.8,46.8,1
33-045-006-087077,2026-08-23,0.2841,49.1,47.8,23
33-031-005-708302,2026-04-25,0.2439,56.3,51.6,1
