ulpin,project_name,project_type,implementing_agency,state,district,taluk,village,latitude,longitude,notification_date,expected_completion_date,actual_completion_date,land_area_acres,no_affected_families,no_landowners,ownership_fragmentation_index,ownership_dispute_flag,no_ownership_disputes,title_clarity_status,circle_rate_per_acre_lakhs,compensation_fair_value_lakhs,compensation_amount_sanctioned_lakhs,compensation_amount_disbursed_lakhs,compensation_disbursed_pct,compensation_gap_pct,compensation_dispute_flag,no_compensation_appeals,no_legal_disputes,legal_dispute_stage,court_stay_flag,days_since_dispute_filed,rehab_plan_approved_flag,rehab_progress_pct,resettlement_site_ready_flag,no_families_resettled,approval_stage,days_in_current_stage,no_pending_clearances,environmental_clearance_status,forest_clearance_status,is_closed_project,historical_delay_days,is_delayed,delay_stage,assigned_field_officer_id,latent_risk_audit,planned_duration_days,top_driver_audit
33-045-019-735619,State Highway - Tiruchirappalli Stretch 1,State Highway,State PWD,Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,Shivnagar,10.70083,78.67115,2024-09-13,2027-01-25,,42.5,57,60,1.412,True,1,Partial,23.49,3993.3,1397.65,322.86,23.1,65.0,True,4,2,Stayed by Court,True,411,True,59.9,True,29,R&R Implementation,84,0,Not Required,Not Required,False,,,,TN-LAO-2022-0490,0.5497,864,Compensation Disbursal
23-028-009-366887,Industrial Corridor - Jabalpur Stretch 2,Industrial Corridor,State Industrial Corp,Madhya Pradesh,Jabalpur,Jabalpur South,Basavanahalli,23.16757,79.90736,2026-06-20,2027-12-03,,86.7,119,109,1.257,True,1,Disputed,31.6,10958.88,9964.85,7413.85,74.4,9.07,False,0,1,Under Hearing,False,21,False,25.7,False,26,Award Declared,61,1,Pending,Obtained,False,,,,MP-LAO-2022-0917,0.3825,531,Rehabilitation (R&R)
09-002-024-838219,National Highway - Lucknow Stretch 5,National Highway,NHAI,Uttar Pradesh,Lucknow,Lucknow West,Zamania,26.82556,81.12459,2024-11-19,2027-07-19,,47.7,117,75,1.572,True,1,Clear,94.26,8992.4,6237.66,3767.55,60.4,30.63,True,3,4,Under Hearing,False,139,True,21.8,False,25,SIA Completed,336,3,Applied,Obtained,False,,,,UP-LAO-2021-0734,0.6448,501,Legal Dispute
09-015-013-453498,Airport Expansion - Kanpur Nagar Stretch 2,Airport Expansion,Airports Authority of India,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar East,Kesarpur,26.57935,80.40758,2025-12-07,2027-03-08,,9.6,19,13,1.354,True,1,Clear,29.7,1140.48,723.65,361.82,50.0,36.55,True,4,5,Under Hearing,False,372,False,7.9,False,1,Award Declared,52,5,Applied,Applied,False,,,,UP-LAO-2023-0451,0.5417,456,Legal Dispute
21-026-020-567288,Industrial Corridor - Sambalpur Stretch 7,Industrial Corridor,State Industrial Corp,Odisha,Sambalpur,Sambalpur West,Tarapur,21.40374,83.93412,2026-04-17,2028-08-18,,10.5,37,28,2.667,True,1,Clear,18.6,781.2,683.79,307.02,44.9,12.47,True,1,1,Filed,False,27,True,44.5,False,14,Compensation Disbursement,74,1,Not Required,Applied,False,,,,OD-LAO-2024-0281,0.3901,854,Rehabilitation (R&R)
22-002-007-592318,State Highway - Raipur Stretch 7,State Highway,State PWD,Chhattisgarh,Raipur,Raipur South,Chandrapalli,21.25506,81.67573,2025-07-03,2027-06-18,,24.8,29,30,1.21,True,1,Clear,81.93,4063.73,2741.84,1107.7,40.4,32.53,True,2,1,Filed,False,342,True,54.2,True,11,Section 11 Notification Issued,23,3,Pending,Applied,False,,,,CG-LAO-2022-0755,0.5093,715,Administrative Approval
22-014-005-537148,Industrial Corridor - Bilaspur Stretch 5,Industrial Corridor,State Industrial Corp,Chhattisgarh,Bilaspur,Bilaspur North,Sultanpur,22.18384,82.17073,2026-06-08,2028-10-21,,59.7,110,94,1.575,False,0,Clear,24.3,5802.84,5600.68,2520.31,45.0,3.48,False,0,0,None,False,0,True,4.6,False,4,SIA Completed,183,1,Applied,Not Required,False,,,,CG-LAO-2022-0241,0.3274,866,Rehabilitation (R&R)
27-001-009-520920,Railway Line - Mumbai Suburban Stretch 5,Railway Line,Indian Railways,Maharashtra,Mumbai Suburban,Mumbai Suburban South,Basavanahalli,19.21564,72.92497,2025-11-29,2027-08-05,,36.7,98,61,1.662,True,3,Disputed,92.53,6791.7,6385.07,332.02,5.2,5.99,False,0,2,Under Hearing,False,5,True,88.8,True,82,Award Declared,80,4,Obtained,Not Required,False,,,,MH-LAO-2022-0603,0.4933,614,Ownership / Title
27-025-017-599201,Irrigation Canal - Nagpur Stretch 8,Irrigation Canal,State Irrigation Dept,Maharashtra,Nagpur,Nagpur East,Peddapalli,21.06155,78.97528,2026-01-31,2028-10-01,,26.4,50,43,1.629,True,1,Clear,63.56,3355.97,2691.95,2363.53,87.8,19.79,True,4,2,Filed,False,298,True,54.9,False,20,Compensation Disbursement,38,1,Applied,Obtained,False,,,,MH-LAO-2025-0718,0.2946,974,Legal Dispute
36-019-009-063906,National Highway - Karimnagar Stretch 7,National Highway,NHAI,Telangana,Karimnagar,Karimnagar South,Basavanahalli,18.47137,79.11273,2024-10-16,2028-03-28,,20.3,46,33,1.626,False,0,Clear,24.99,2029.19,1135.88,524.78,46.2,44.02,True,2,1,Under Hearing,False,361,True,14.7,True,6,SIA Completed,312,5,Not Required,Applied,False,,,,TG-LAO-2024-0235,0.4026,489,Administrative Approval
33-023-012-850145,Airport Expansion - Coimbatore Stretch 8,Airport Expansion,Airports Authority of India,Tamil Nadu,Coimbatore,Coimbatore South,Jaitpur,11.00065,77.04789,2026-03-24,2027-11-29,,61.5,185,108,1.756,True,4,Partial,19.09,4696.14,2328.21,1066.32,45.8,50.42,True,10,3,Filed,False,53,False,39.8,True,72,Compensation Disbursement,60,3,Applied,Applied,False,,,,TN-LAO-2024-0163,0.6115,615,Compensation Disbursal
22-009-008-472058,Power Transmission - Durg Stretch 7,Power Transmission,POWERGRID,Chhattisgarh,Durg,Durg South,Narsapur,21.13207,81.17903,2025-05-06,2027-01-20,,9.2,17,15,1.63,True,1,Clear,19.01,699.57,470.18,447.61,95.2,32.79,True,4,1,Stayed by Court,True,158,False,20.8,False,3,Award Declared,176,3,Obtained,Not Required,False,,,,CG-LAO-2024-0988,0.3748,624,Rehabilitation (R&R)
33-045-020-321548,National Highway - Tiruchirappalli Stretch 5,National Highway,NHAI,Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,Tarapur,10.79116,78.6282,2024-12-03,2026-12-20,,12.7,39,21,1.654,True,3,Disputed,19.18,974.34,876.17,364.49,41.6,10.08,True,1,3,Filed,False,281,False,6.6,False,1,Possession Taken,3,0,Not Required,Pending,False,,,,TN-LAO-2022-0490,0.518,747,Ownership / Title
21-019-008-698182,Railway Line - Ganjam Stretch 7,Railway Line,Indian Railways,Odisha,Ganjam,Ganjam South,Narsapur,19.38076,84.91359,2026-06-09,2028-05-28,,15.0,48,28,1.867,True,1,Clear,31.04,1862.4,1299.67,1203.49,92.6,30.22,True,6,0,None,False,0,True,40.5,True,15,R&R Implementation,51,0,Obtained,Obtained,False,,,,OD-LAO-2025-0784,0.1478,719,Rehabilitation (R&R)
27-013-002-146772,Airport Expansion - Pune Stretch 8,Airport Expansion,Airports Authority of India,Maharashtra,Pune,Pune North,Kothapalli,18.5409,73.80438,2025-09-20,2027-08-14,,59.7,167,103,1.725,True,2,Disputed,67.91,8108.45,5709.27,2649.1,46.4,29.59,False,0,2,Stayed by Court,True,529,True,27.5,False,32,R&R Implementation,62,1,Not Required,Not Required,False,,,,MH-LAO-2023-0454,0.5407,693,Ownership / Title
29-018-011-534431,State Highway - Mysuru Stretch 2,State Highway,State PWD,Karnataka,Mysuru,Mysuru South,Amrapur,12.19595,76.66046,2024-07-23,2026-09-02,,17.3,42,31,1.792,True,4,Partial,14.37,994.4,814.61,382.87,47.0,18.08,True,6,3,Stayed by Court,True,484,True,63.2,True,22,R&R Implementation,16,0,Obtained,Pending,False,,,,KA-LAO-2021-0461,0.5413,771,Legal Dispute
21-005-017-021538,Power Transmission - Khordha Stretch 2,Power Transmission,POWERGRID,Odisha,Khordha,Khordha East,Peddapalli,20.10425,85.78673,2026-08-19,2028-12-20,,58.3,116,96,1.647,False,0,Clear,15.65,3649.58,3480.34,709.99,20.4,4.64,False,0,0,None,False,0,True,81.7,True,75,SIA Completed,631,1,Obtained,Not Required,False,,,,OD-LAO-2022-0873,0.3082,854,Administrative Approval
27-025-024-358473,Airport Expansion - Nagpur Stretch 5,Airport Expansion,Airports Authority of India,Maharashtra,Nagpur,Nagpur West,Zamania,21.16997,78.98534,2026-06-19,2028-01-03,,26.9,69,43,1.599,True,4,Partial,44.46,2391.95,2129.05,1698.98,79.8,10.99,True,4,2,Under Hearing,False,20,False,31.3,False,15,Award Declared,26,3,Obtained,Not Required,False,,,,MH-LAO-2025-0718,0.4634,563,Ownership / Title
21-005-007-105539,Railway Line - Khordha Stretch 6,Railway Line,Indian Railways,Odisha,Khordha,Khordha South,Chandrapalli,20.05067,85.80639,2024-11-01,2027-07-22,,15.9,29,17,1.069,True,1,Clear,23.91,1520.68,1354.29,786.84,58.1,10.94,True,2,1,Under Hearing,False,47,True,35.2,True,10,Possession Taken,3,1,Applied,Applied,False,,,,OD-LAO-2022-0873,0.3364,993,Rehabilitation (R&R)
09-002-005-820092,Power Transmission - Lucknow Stretch 5,Power Transmission,POWERGRID,Uttar Pradesh,Lucknow,Lucknow North,Sultanpur,26.90075,80.91829,2025-02-03,2027-03-31,,33.6,61,42,1.25,True,2,Partial,39.02,2622.14,917.75,586.44,63.9,65.0,True,5,1,Filed,False,366,False,10.3,True,6,R&R Implementation,55,4,Not Required,Not Required,False,,,,UP-LAO-2021-0734,0.6158,786,Rehabilitation (R&R)
22-014-011-799681,Industrial Corridor - Bilaspur Stretch 2,Industrial Corridor,State Industrial Corp,Chhattisgarh,Bilaspur,Bilaspur South,Amrapur,21.90167,82.11891,2025-07-10,2026-09-11,,43.0,134,77,1.791,True,3,Partial,31.3,5383.6,5064.75,3403.51,67.2,5.92,False,0,5,Under Hearing,False,101,False,26.3,False,31,Compensation Disbursement,24,2,Applied,Pending,False,,,,CG-LAO-2022-0241,0.5605,428,Legal Dispute
27-001-002-554599,Irrigation Canal - Mumbai Suburban Stretch 6,Irrigation Canal,State Irrigation Dept,Maharashtra,Mumbai Suburban,Mumbai Suburban North,Kothapalli,19.12037,72.90181,2025-08-31,2028-01-04,,40.7,66,61,1.499,True,3,Partial,52.14,4244.2,3581.0,1450.31,40.5,15.63,True,1,2,Stayed by Court,True,10,True,34.6,False,21,R&R Implementation,82,1,Obtained,Obtained,False,,,,MH-LAO-2022-0603,0.509,856,Legal Dispute
23-016-024-215387,Irrigation Canal - Indore Stretch 8,Irrigation Canal,State Irrigation Dept,Madhya Pradesh,Indore,Indore West,Zamania,22.68878,75.88135,2025-08-07,2027-03-18,,19.2,39,25,1.302,True,1,Clear,66.75,2563.2,2110.36,926.45,43.9,17.67,True,1,2,Resolved,False,167,True,42.0,True,15,Possession Taken,59,3,Applied,Pending,False,,,,MP-LAO-2021-0254,0.4288,588,Administrative Approval
33-014-021-996444,Airport Expansion - Chennai Stretch 2,Airport Expansion,Airports Authority of India,Tamil Nadu,Chennai,Chennai West,Uttanahalli,12.89231,80.18714,2026-07-14,2028-02-29,,19.3,33,20,1.036,True,2,Clear,51.61,1992.15,1648.15,360.94,21.9,17.27,True,2,1,Stayed by Court,True,563,True,35.2,True,8,R&R Implementation,15,1,Applied,Not Required,False,,,,TN-LAO-2021-0562,0.4746,595,Rehabilitation (R&R)
36-011-021-000186,Airport Expansion - Warangal Stretch 8,Airport Expansion,Airports Authority of India,Telangana,Warangal,Warangal West,Uttanahalli,17.88622,79.68615,2025-05-19,2027-07-29,,67.1,142,85,1.267,False,0,Partial,17.04,4573.54,3620.49,1741.46,48.1,20.84,False,0,2,Under Hearing,False,5,True,51.0,True,62,Award Declared,25,1,Obtained,Not Required,False,,,,TG-LAO-2021-0919,0.4402,801,Legal Dispute
27-025-006-055986,Railway Line - Nagpur Stretch 5,Railway Line,Indian Railways,Maharashtra,Nagpur,Nagpur North,Devgaon,21.1354,78.94611,2026-07-15,2028-12-24,,44.1,101,65,1.474,True,2,Clear,75.32,6643.22,3741.77,1848.43,49.4,43.68,False,0,2,Filed,False,179,True,63.1,True,60,SIA Completed,91,0,Not Required,Not Required,False,,,,MH-LAO-2025-0718,0.4358,893,Compensation Disbursal
23-033-023-979338,Airport Expansion - Gwalior Stretch 7,Airport Expansion,Airports Authority of India,Madhya Pradesh,Gwalior,Gwalior West,Yellapur,26.15123,78.19429,2026-04-06,2027-10-10,,85.0,177,115,1.353,True,4,Partial,21.29,7238.6,6613.95,3002.73,45.4,8.63,True,2,5,Under Hearing,False,292,False,2.7,False,3,Compensation Disbursement,17,1,Not Required,Not Required,False,,,,MP-LAO-2024-0467,0.5589,552,Legal Dispute
23-028-003-517002,National Highway - Jabalpur Stretch 3,National Highway,NHAI,Madhya Pradesh,Jabalpur,Jabalpur North,Ganeshpura,23.12181,80.07791,2025-06-13,2027-11-10,,42.6,90,61,1.432,True,3,Clear,10.9,1857.36,1349.97,307.79,22.8,27.32,True,3,1,Filed,False,298,False,17.1,True,13,R&R Implementation,11,2,Obtained,Obtained,False,,,,MP-LAO-2022-0917,0.5232,880,Compensation Disbursal
09-002-012-096995,Industrial Corridor - Lucknow Stretch 2,Industrial Corridor,State Industrial Corp,Uttar Pradesh,Lucknow,Lucknow South,Jaitpur,26.74108,81.04762,2024-08-02,2028-04-16,,54.2,91,78,1.439,True,5,Partial,94.5,10243.8,9147.4,3768.73,41.2,10.7,True,1,3,Filed,False,64,True,57.4,True,47,Possession Taken,73,1,Applied,Pending,False,,,,UP-LAO-2021-0734,0.5113,654,Ownership / Title
22-009-021-927813,Airport Expansion - Durg Stretch 4,Airport Expansion,Airports Authority of India,Chhattisgarh,Durg,Durg West,Uttanahalli,21.24741,81.23311,2025-04-04,2027-12-22,,52.8,76,74,1.402,True,1,Clear,7.0,1478.4,1066.97,561.23,52.6,27.83,True,2,0,None,False,0,False,13.7,True,9,Possession Taken,69,0,Applied,Applied,False,,,,CG-LAO-2024-0988,0.2479,992,Rehabilitation (R&R)
36-027-022-025842,Industrial Corridor - Nizamabad Stretch 8,Industrial Corridor,State Industrial Corp,Telangana,Nizamabad,Nizamabad West,Veerapuram,18.57507,78.17902,2025-10-03,2028-04-23,,29.7,64,44,1.481,True,1,Clear,11.46,1361.45,1005.66,28.16,2.8,26.13,True,2,0,None,False,0,False,18.7,False,10,R&R Implementation,21,1,Not Required,Pending,False,,,,TG-LAO-2021-0135,0.4616,933,Compensation Disbursal
27-013-023-822545,Urban Metro - Pune Stretch 6,Urban Metro,Metro Rail Corp,Maharashtra,Pune,Pune West,Yellapur,18.44066,73.85871,2025-12-12,2028-03-28,,28.8,84,51,1.771,False,0,Clear,68.84,3965.18,3666.65,1748.99,47.7,7.53,True,1,0,None,False,0,True,36.6,False,29,Compensation Disbursement,268,2,Pending,Not Required,False,,,,MH-LAO-2023-0454,0.2295,837,Administrative Approval
22-002-009-216421,National Highway - Raipur Stretch 4,National Highway,NHAI,Chhattisgarh,Raipur,Raipur South,Basavanahalli,21.12792,81.62565,2024-11-06,2028-04-13,,67.8,93,103,1.519,True,1,Clear,77.19,10466.96,6058.64,3574.6,59.0,42.12,True,8,2,Stayed by Court,True,65,False,16.6,False,14,Compensation Disbursement,8,2,Obtained,Obtained,False,,,,CG-LAO-2022-0755,0.4708,462,Rehabilitation (R&R)
27-025-012-427552,Irrigation Canal - Nagpur Stretch 2,Irrigation Canal,State Irrigation Dept,Maharashtra,Nagpur,Nagpur South,Jaitpur,21.24425,79.08432,2024-06-16,2026-11-05,,103.1,208,131,1.271,False,0,Clear,40.6,8371.72,7909.3,3820.19,48.3,5.52,True,1,0,None,False,0,True,35.9,False,55,Compensation Disbursement,49,2,Applied,Pending,False,,,,MH-LAO-2025-0718,0.2955,872,Administrative Approval
21-012-016-832029,National Highway - Cuttack Stretch 7,National Highway,NHAI,Odisha,Cuttack,Cuttack East,Nandgaon,20.45511,85.77981,2024-08-23,2026-10-12,,60.3,107,73,1.211,False,0,Clear,20.75,5004.9,3842.26,3312.03,86.2,23.23,True,4,1,Under Hearing,False,286,True,42.2,True,31,Section 11 Notification Issued,65,0,Pending,Not Required,False,,,,OD-LAO-2021-0890,0.3451,541,Rehabilitation (R&R)
27-037-005-932752,Industrial Corridor - Nashik Stretch 5,Industrial Corridor,State Industrial Corp,Maharashtra,Nashik,Nashik North,Sultanpur,20.13429,73.79543,2025-04-03,2026-08-27,,46.4,125,68,1.466,False,0,Clear,27.83,5165.25,4416.68,2773.68,62.8,14.49,True,2,1,Filed,False,32,False,20.0,False,19,SIA Completed,172,5,Not Required,Not Required,False,,,,MH-LAO-2025-0385,0.4052,511,Administrative Approval
21-005-015-592807,National Highway - Khordha Stretch 1,National Highway,NHAI,Odisha,Khordha,Khordha East,Madhavgarh,20.12128,85.49315,2024-06-07,2026-12-31,,125.4,294,192,1.531,True,5,Clear,28.52,14305.63,11966.99,7706.74,64.4,16.35,True,1,1,Resolved,False,5,False,19.9,False,54,Possession Taken,91,3,Pending,Obtained,False,,,,OD-LAO-2022-0873,0.4136,937,Administrative Approval
29-022-005-835678,Industrial Corridor - Belagavi Stretch 1,Industrial Corridor,State Industrial Corp,Karnataka,Belagavi,Belagavi North,Sultanpur,15.73783,74.44999,2025-11-08,2027-02-21,,62.0,172,95,1.532,True,3,Disputed,9.2,2281.6,1088.83,620.63,57.0,52.28,True,1,8,Stayed by Court,True,151,True,80.8,True,138,SIA Completed,78,2,Pending,Not Required,False,,,,KA-LAO-2025-0488,0.7775,470,Legal Dispute
23-033-002-472071,Railway Line - Gwalior Stretch 8,Railway Line,Indian Railways,Madhya Pradesh,Gwalior,Gwalior North,Kothapalli,26.28705,78.16078,2024-08-02,2027-01-10,,21.7,44,36,1.659,True,2,Partial,20.14,1748.15,1482.14,204.54,13.8,15.22,True,1,3,Under Hearing,False,602,True,27.2,True,10,Compensation Disbursement,3,1,Obtained,Not Required,False,,,,MP-LAO-2024-0467,0.5525,891,Legal Dispute
21-019-002-373494,Airport Expansion - Ganjam Stretch 5,Airport Expansion,Airports Authority of India,Odisha,Ganjam,Ganjam North,Kothapalli,19.5141,84.75439,2025-08-14,2027-10-26,,11.9,22,15,1.261,False,0,Clear,11.52,548.35,216.47,169.71,78.4,60.52,True,8,2,Filed,False,5,False,16.7,True,3,Possession Taken,26,0,Applied,Obtained,False,,,,OD-LAO-2025-0784,0.4345,803,Rehabilitation (R&R)
22-009-014-331358,Airport Expansion - Durg Stretch 7,Airport Expansion,Airports Authority of India,Chhattisgarh,Durg,Durg East,Lakshmipura,21.25015,81.25546,2026-06-08,2028-04-16,,39.1,91,52,1.33,False,0,Clear,17.01,2660.36,2278.89,1444.82,63.4,14.34,True,1,0,None,False,0,True,67.5,False,46,Possession Taken,103,1,Obtained,Pending,False,,,,CG-LAO-2024-0988,0.228,678,Administrative Approval
33-045-007-088086,Urban Metro - Tiruchirappalli Stretch 7,Urban Metro,Metro Rail Corp,Tamil Nadu,Tiruchirappalli,Tiruchirappalli South,Chandrapalli,10.71342,78.66476,2025-12-25,2028-07-01,,52.7,80,79,1.499,False,0,Clear,25.0,5270.0,3582.61,1673.08,46.7,32.02,True,2,1,Under Hearing,False,33,False,9.9,False,7,Compensation Disbursement,161,1,Pending,Not Required,False,,,,TN-LAO-2022-0490,0.453,919,Rehabilitation (R&R)
36-019-019-608716,Airport Expansion - Karimnagar Stretch 4,Airport Expansion,Airports Authority of India,Telangana,Karimnagar,Karimnagar West,Shivnagar,18.28075,79.23729,2024-11-19,2027-05-28,,144.5,282,192,1.329,True,2,Clear,11.84,6843.52,3943.78,1995.55,50.6,42.37,True,1,3,Resolved,False,135,True,35.1,False,90,Possession Taken,68,1,Not Required,Applied,False,,,,TG-LAO-2024-0235,0.4986,920,Compensation Disbursal
33-045-020-784492,Airport Expansion - Tiruchirappalli Stretch 3,Airport Expansion,Airports Authority of India,Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,Tarapur,10.81253,78.60797,2024-08-13,2026-09-03,,21.1,28,28,1.327,True,4,Clear,14.87,1255.03,1181.19,768.95,65.1,5.88,True,1,0,None,False,0,True,90.3,True,22,Possession Taken,188,2,Obtained,Not Required,False,,,,TN-LAO-2022-0490,0.1615,751,Ownership / Title
33-031-014-681066,Railway Line - Madurai Stretch 4,Railway Line,Indian Railways,Tamil Nadu,Madurai,Madurai East,Lakshmipura,10.05172,78.00891,2026-08-14,2029-03-28,,13.4,31,17,1.269,True,1,Clear,30.5,1634.8,708.13,259.88,36.7,56.68,True,2,4,Under Hearing,False,44,False,2.5,False,0,SIA Completed,87,6,Obtained,Not Required,False,,,,TN-LAO-2021-0436,0.6278,957,Rehabilitation (R&R)
27-037-002-254678,Railway Line - Nashik Stretch 2,Railway Line,Indian Railways,Maharashtra,Nashik,Nashik North,Kothapalli,19.95125,73.88912,2025-12-31,2028-01-14,,51.5,77,79,1.534,False,0,Clear,16.59,3417.54,3120.34,1719.31,55.1,8.7,False,0,0,None,False,0,True,67.9,True,48,Award Declared,3,0,Obtained,Not Required,False,,,,MH-LAO-2025-0385,0.1595,744,Compensation Disbursal
36-019-015-521734,Power Transmission - Karimnagar Stretch 1,Power Transmission,POWERGRID,Telangana,Karimnagar,Karimnagar East,Madhavgarh,18.63608,79.25593,2024-07-04,2027-02-01,,87.9,130,127,1.445,True,1,Clear,22.97,8076.25,6875.94,6167.72,89.7,14.86,True,1,1,Under Hearing,False,178,False,34.1,True,35,Section 11 Notification Issued,330,2,Not Required,Not Required,False,,,,TG-LAO-2024-0235,0.3859,942,Legal Dispute
21-026-001-457850,Urban Metro - Sambalpur Stretch 1,Urban Metro,Metro Rail Corp,Odisha,Sambalpur,Sambalpur North,Rampur,21.64467,83.9764,2026-02-20,2027-07-23,,27.9,54,48,1.72,False,0,Clear,11.54,1287.86,948.0,122.29,12.9,26.39,True,3,2,Filed,False,82,True,51.1,False,24,Compensation Disbursement,169,4,Pending,Not Required,False,,,,OD-LAO-2024-0281,0.528,518,Administrative Approval
22-009-015-710252,Airport Expansion - Durg Stretch 1,Airport Expansion,Airports Authority of India,Chhattisgarh,Durg,Durg East,Madhavgarh,21.06422,81.20389,2024-12-03,2027-03-04,,94.6,260,140,1.48,False,0,Clear,25.89,9796.78,5982.96,3284.65,54.9,38.93,True,2,0,None,False,0,True,29.9,False,75,R&R Implementation,29,0,Pending,Obtained,False,,,,CG-LAO-2024-0988,0.2261,821,Compensation Disbursal
21-019-001-187413,Airport Expansion - Ganjam Stretch 4,Airport Expansion,Airports Authority of India,Odisha,Ganjam,Ganjam North,Rampur,19.27095,84.79896,2024-06-29,2027-02-16,,62.1,116,81,1.304,False,0,Clear,29.65,7365.06,4148.31,1144.93,27.6,43.68,True,3,2,Under Hearing,False,23,True,51.7,True,47,R&R Implementation,248,1,Applied,Applied,False,,,,OD-LAO-2025-0784,0.5449,521,Compensation Disbursal
33-045-014-879637,Airport Expansion - Tiruchirappalli Stretch 4,Airport Expansion,Airports Authority of India,Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,Lakshmipura,10.76575,78.76666,2024-07-31,2028-06-25,,22.9,49,33,1.441,False,0,Partial,8.9,815.24,552.99,436.86,79.0,32.17,True,6,1,Stayed by Court,True,319,True,89.6,True,37,Section 11 Notification Issued,174,1,Obtained,Applied,False,,,,TN-LAO-2022-0490,0.3599,714,Legal Dispute
27-001-023-118983,State Highway - Mumbai Suburban Stretch 5,State Highway,State PWD,Maharashtra,Mumbai Suburban,Mumbai Suburban West,Yellapur,19.11888,72.86145,2024-12-31,2026-10-23,,175.0,224,249,1.423,True,1,Clear,40.17,14059.5,11994.02,9679.17,80.7,14.69,False,0,3,Stayed by Court,True,121,False,24.5,True,39,Compensation Disbursement,34,3,Obtained,Obtained,False,,,,MH-LAO-2022-0603,0.4703,661,Legal Dispute
33-031-008-004122,National Highway - Madurai Stretch 5,National Highway,NHAI,Tamil Nadu,Madurai,Madurai South,Narsapur,10.02086,78.15408,2025-01-02,2027-05-31,,47.7,80,89,1.866,True,4,Partial,14.86,2835.29,1815.51,831.5,45.8,35.97,True,1,3,Filed,False,123,True,61.6,False,39,Section 11 Notification Issued,19,3,Obtained,Obtained,False,,,,TN-LAO-2021-0436,0.625,879,Ownership / Title
29-018-002-309194,Power Transmission - Mysuru Stretch 8,Power Transmission,POWERGRID,Karnataka,Mysuru,Mysuru North,Kothapalli,12.4205,76.66913,2025-02-14,2027-09-06,,24.3,47,36,1.481,True,1,Clear,30.55,2969.46,2240.04,1102.1,49.2,24.56,True,5,4,Filed,False,6,True,60.8,True,20,Award Declared,335,0,Pending,Not Required,False,,,,KA-LAO-2021-0461,0.4606,934,Legal Dispute
22-002-018-182753,Urban Metro - Raipur Stretch 8,Urban Metro,Metro Rail Corp,Chhattisgarh,Raipur,Raipur East,Raghunathpur,21.35589,81.5926,2025-01-11,2027-01-11,,57.5,96,89,1.548,False,0,Partial,48.57,5585.55,5378.82,930.54,17.3,3.7,True,1,1,Under Hearing,False,77,True,70.3,False,65,Compensation Disbursement,125,5,Obtained,Not Required,False,,,,CG-LAO-2022-0755,0.449,730,Administrative Approval
29-022-023-805781,State Highway - Belagavi Stretch 6,State Highway,State PWD,Karnataka,Belagavi,Belagavi West,Yellapur,15.85507,74.32363,2025-12-19,2027-03-08,,123.3,220,165,1.338,True,1,Clear,19.34,9538.49,6428.47,3445.66,53.6,32.6,True,3,1,Stayed by Court,True,5,True,32.5,False,66,Section 11 Notification Issued,52,2,Applied,Not Required,False,,,,KA-LAO-2025-0488,0.3858,444,Rehabilitation (R&R)
36-027-009-512307,Urban Metro - Nizamabad Stretch 7,Urban Metro,Metro Rail Corp,Telangana,Nizamabad,Nizamabad South,Basavanahalli,18.71432,78.01034,2025-02-06,2027-01-05,,38.0,43,47,1.237,True,2,Clear,9.18,1395.36,978.79,220.23,22.5,29.85,True,1,3,Stayed by Court,True,5,True,77.1,True,28,Compensation Disbursement,4,1,Obtained,Not Required,False,,,,TG-LAO-2021-0135,0.5597,698,Legal Dispute
22-018-014-152454,Power Transmission - Korba Stretch 8,Power Transmission,POWERGRID,Chhattisgarh,Korba,Korba East,Lakshmipura,22.34682,82.66164,2024-11-22,2027-01-20,,10.2,28,16,1.569,False,0,Clear,27.46,1120.37,631.02,173.53,27.5,43.68,True,7,4,Filed,False,116,True,30.9,False,8,SIA Completed,13,2,Pending,Obtained,False,,,,CG-LAO-2024-0820,0.655,789,Compensation Disbursal
36-003-001-892924,Industrial Corridor - Hyderabad Stretch 6,Industrial Corridor,State Industrial Corp,Telangana,Hyderabad,Hyderabad North,Rampur,17.27534,78.58166,2025-10-26,2027-08-02,,75.5,142,110,1.457,True,2,Clear,66.85,10094.35,8965.45,7665.46,85.5,11.18,False,0,2,Filed,False,240,True,41.8,False,56,Award Declared,73,4,Not Required,Obtained,False,,,,TG-LAO-2025-0884,0.2939,645,Legal Dispute
22-002-014-968638,Industrial Corridor - Raipur Stretch 6,Industrial Corridor,State Industrial Corp,Chhattisgarh,Raipur,Raipur East,Lakshmipura,21.23422,81.51409,2026-01-22,2027-08-19,,215.4,377,295,1.37,True,1,Clear,51.54,22203.43,17276.08,5597.45,32.4,22.19,True,3,1,Stayed by Court,True,291,True,22.7,False,84,Award Declared,98,4,Pending,Not Required,False,,,,CG-LAO-2022-0755,0.508,574,Administrative Approval
